passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,pickup_time_sec
1,2.86,-74.00150299,40.72267151,-73.98158264,40.75859833,59158
1,0.9,-73.98892975,40.73669052,-73.98084259,40.74754333,59160
5,1.88,-74.00559998,40.74052429,-73.99916077,40.72505951,59165
6,1.61,-73.98532104,40.74161148,-73.99863434,40.7234726,59170
1,0.4,-73.98233032,40.76460266,-73.97598267,40.75979614,59175
1,1.8,-73.98298645,40.76176453,-74.00402069,40.74753571,59176
2,1.37,-73.98770142,40.74785614,-74.00213623,40.75568771,59177
1,1.9,-74.00445557,40.71910858,-74.00795746,40.73815536,59182
1,2.1,-74.00784302,40.72432327,-73.9797821,40.72843933,59187
2,2.44,-73.98244476,40.7314682,-73.96807098,40.76024246,59192
1,0.6,-73.98509979,40.73218918,-73.99091339,40.72399902,59193
1,0.6,-73.9901886,40.74208832,-73.98183441,40.74238586,59196
1,2.8,-73.99571991,40.76448822,-74.00082397,40.7289772,59202
2,1.2,-73.98886871,40.74956894,-73.97647858,40.75156784,59207
1,0.79,-73.9691925,40.76058578,-73.9773941,40.75714874,59212
1,1,-73.98477936,40.7243042,-73.98921204,40.73416138,59217
2,0.85,-73.98641968,40.72203064,-73.98062134,40.7297287,59219
2,1.2,-73.99482727,40.72305679,-73.99565125,40.73630524,59222
6,5.34,-73.9776535,40.75278091,-74.00984955,40.72080612,59227
1,0.7,-73.97650909,40.73970413,-73.96923828,40.74952316,59232
2,0.73,-73.99066162,40.74201584,-73.9883194,40.73484039,59237
1,1,-73.97408295,40.75365829,-73.9892807,40.75312042,59238
1,1.4,-73.98187256,40.7622757,-73.99202728,40.75924301,59239
1,0.4,-73.974617,40.76490021,-73.96916962,40.76159286,59244
1,1.8,-73.9740448,40.75439835,-73.9954834,40.75460052,59245
1,1.1,-73.98344421,40.75673676,-73.9645462,40.75618744,59250
1,0.6,-73.99315643,40.76789474,-73.99926758,40.75973129,59251
5,1.04,-73.98706055,40.75551224,-73.97808838,40.7633667,59256
1,1.4,-73.96848297,40.75505829,-73.9812088,40.76605606,59261
1,1.4,-73.97641754,40.74427414,-73.99089813,40.72778702,59266
2,2.4,-73.97893524,40.75741196,-74.0054245,40.7395134,59267
1,1.2,-73.98347473,40.76802444,-73.97719574,40.75680542,59272
5,1.54,-74.00177765,40.75630188,-73.98329926,40.76051331,59277
2,1.03,-73.97762299,40.75278091,-73.98082733,40.7625351,59282
1,3.87,-73.98847961,40.76899719,-74.00547791,40.72781372,59287
1,0.7,-73.97776794,40.75557709,-73.96896362,40.76127625,59288
1,2.4,-73.97699738,40.75922775,-74.00637817,40.74394226,59293
2,2.51,-74.01437378,40.70500183,-73.99108887,40.72792816,59299
1,2.14,-73.98905945,40.75046158,-73.99299622,40.73368073,59304
1,1.3,-73.97854614,40.76266479,-73.99091339,40.75040817,59305
1,1.3,-73.9920578,40.749897,-73.97805023,40.75351715,59310
1,1,-73.98899078,40.71693039,-73.99967194,40.72177887,59311
1,1.21,-73.99175262,40.74977112,-73.97811127,40.7522583,59316
1,0.5,-73.99443817,40.75638199,-73.98989868,40.74744797,59321
2,1.4,-74.00826263,40.73774719,-74.00040436,40.75342941,59322
1,1.5,-73.97319031,40.76353455,-73.98396301,40.74422455,59327
1,1.2,-73.98516846,40.72789383,-73.98117065,40.74197769,59328
1,0.93,-73.96875,40.76448822,-73.98088074,40.76335144,59333
1,1.55,-73.96349335,40.7569809,-73.98126984,40.74623108,59338
1,1.16,-74.00149536,40.74136734,-74.00410461,40.75266647,59344
1,2.1,-73.97312164,40.76311874,-73.98808289,40.73841095,59349
4,0.71,-73.99293518,40.74764633,-74.00262451,40.74536514,59354
1,0.5,-73.98551178,40.76428604,-73.97811127,40.76551819,59355
1,1.2,-73.98967743,40.77168274,-73.97503662,40.76226807,59360
2,0.93,-73.98149872,40.75815964,-73.99234009,40.74964142,59361
2,0.69,-73.98275757,40.74362946,-73.99124908,40.74922943,59362
1,0.6,-73.98599243,40.75660324,-73.99394989,40.75148773,59367
1,2.3,-73.9635849,40.76188278,-73.97590637,40.73499298,59372
2,1.4,-73.99142456,40.73876953,-74.00261688,40.73045731,59377
2,1.03,-73.97694397,40.75307083,-73.98826599,40.74351883,59382
2,0.9,-73.99385071,40.73620224,-73.97871399,40.72974777,59383
1,2.6,-73.97081757,40.76104355,-74.0007019,40.73991776,59388
1,1.9,-74.00154877,40.73762894,-73.99168396,40.71944427,59393
1,1.2,-73.99488831,40.75014877,-73.98251343,40.7592659,59398
1,1.3,-73.99243927,40.76398468,-73.97771454,40.75381851,59399
1,1.2,-73.98191071,40.76827621,-73.9884491,40.75331497,59405
4,3.8,-74.01392365,40.71289444,-73.98917389,40.75847626,59406
2,0.69,-73.97080994,40.76101685,-73.97960663,40.76067352,59411
1,0.88,-73.97948456,40.7531662,-73.97812653,40.76268768,59416
1,0.6,-73.97859955,40.75062561,-73.98388672,40.74424362,59417
1,2.97,-74.00195313,40.7154541,-73.98474884,40.74552155,59422
1,1.35,-73.96897125,40.75468826,-73.98079681,40.74235153,59423
1,1.6,-73.98653412,40.73992157,-73.9717865,40.76082611,59428
1,1.3,-73.9914856,40.76015472,-73.97509003,40.76394653,59429
1,0.7,-73.98373413,40.75503922,-73.9751358,40.7562561,59435
1,0.6,-73.99323273,40.74742126,-73.99337006,40.74067688,59437
1,0.9,-73.97573853,40.74949646,-73.98934174,40.75699997,59438
2,1.3,-73.97396851,40.76455307,-73.98101807,40.74879837,59444
1,1.3,-73.97325897,40.75110626,-73.99150848,40.75029373,59449
1,0.4,-73.98758698,40.75531006,-73.99108887,40.75033188,59454
1,1,-73.9944458,40.74512482,-73.9943161,40.73563766,59455
1,0.86,-73.99472809,40.7402916,-73.98712158,40.75091934,59460
4,2,-73.99499512,40.74217606,-74.01242828,40.72004318,59462
1,1.56,-73.98626709,40.75553513,-73.97138977,40.76527405,59467
1,1.06,-73.97779846,40.75727081,-73.98783875,40.74343872,59472
1,0.8,-73.98244476,40.74646378,-73.98342896,40.75601959,59473
1,2.25,-73.98542786,40.75820541,-74.00803375,40.74005127,59478
1,2.4,-73.97463226,40.75518799,-73.9917984,40.72654343,59483
2,1.8,-73.98147583,40.76441193,-74.00227356,40.75557709,59488
5,6,-74.00726318,40.7116394,-74.0014267,40.76245117,59489
2,0.1,-73.97044373,40.76150513,-73.97234344,40.75926971,59494
2,0.7,-73.99781036,40.73596191,-73.99156952,40.74301529,59495
1,1.4,-73.98271179,40.75398254,-73.96722412,40.75698853,59500
1,1.1,-73.99364471,40.7466507,-74.00022888,40.72674561,59506
3,3.5,-73.97104645,40.76451492,-73.99882507,40.72499466,59511
1,1.9,-73.99804688,40.71681976,-73.97675323,40.72486115,59512
1,1.56,-73.99928284,40.76366043,-73.98879242,40.7504425,59513
1,1,-73.99398804,40.74178314,-74.00001526,40.73205948,59518
1,0.7,-73.98698425,40.74269104,-73.99072266,40.74916458,59519
1,2.15,-73.99150085,40.73874664,-73.99581909,40.75927353,59524
1,1.6,-73.98764038,40.73267365,-73.98003387,40.7520256,59525
1,0.6,-73.99571991,40.76375961,-74.00361633,40.75914764,59530
2,1.36,-73.99417877,40.75046158,-73.98046875,40.76063156,59535
1,1.3,-73.99156189,40.75009537,-73.98079681,40.75449371,59540
5,3.77,-73.98718262,40.74505615,-74.0147934,40.71631622,59546
1,0.9,-74.00350189,40.72686005,-73.99452209,40.73271561,59551
1,1.16,-73.98503113,40.75173187,-73.99091339,40.73806,59556
1,2.43,-73.9646759,40.76010132,-73.98941803,40.73837662,59557
1,0.7,-73.99440002,40.73564529,-73.99440002,40.73564529,59562
1,0.6,-73.99547577,40.73671341,-73.99536133,40.73973846,59564
1,1.1,-73.9821701,40.76961136,-73.97280121,40.75964737,59569
1,6.9,-74.01558685,40.71538544,-73.97590637,40.75760651,59570
1,2.23,-73.97793579,40.72516251,-73.97698975,40.7471962,59575
1,1.1,-74.00636292,40.73963547,-73.99472809,40.7503891,59580
1,4,-74.01199341,40.71672821,-73.98255157,40.75567627,59585
1,1,-73.96387482,40.76134109,-73.97524261,40.75308228,59586
3,1.2,-73.99494934,40.74018478,-73.98303986,40.75568771,59590
2,1.2,-73.98848724,40.75032806,-73.98422241,40.76292038,59595
1,2.5,-73.98853302,40.75301743,-73.99491119,40.72481537,59600
1,0.64,-73.97367859,40.75453186,-73.97080994,40.7623291,59605
3,1.1,-74.00452423,40.7419014,-73.99260712,40.74503326,59608
1,3.3,-74.01498413,40.71379471,-73.99451447,40.75061035,59613
1,0.6,-73.97623444,40.75118256,-73.98365784,40.74920273,59618
1,1.2,-73.9824295,40.76844406,-73.98370361,40.75156784,59623
1,0.7,-74.00531006,40.75094986,-73.99827576,40.74528885,59629
1,0.65,-73.99308777,40.76807404,-73.98358917,40.766716,59630
1,2.87,-73.99648285,40.72578049,-73.97962189,40.75624084,59635
1,1.2,-73.97185516,40.76587677,-73.98300934,40.75074005,59636
1,0.2,-73.97357941,40.75189209,-73.97118378,40.75026321,59641
1,0.74,-73.99051666,40.74075699,-73.99810028,40.73540878,59642
1,1.46,-74.00619507,40.7512207,-73.99208832,40.73940659,59647
1,1.2,-73.98218536,40.76283264,-73.97593689,40.75125504,59652
2,2.7,-74.00640869,40.73956299,-73.97632599,40.7654953,59657
1,1.1,-73.97193146,40.760746,-73.98247528,40.7716713,59662
2,0.31,-73.99284363,40.74796677,-73.99452972,40.75085449,59663
1,0.47,-73.98627472,40.73446655,-73.98140717,40.73723221,59668
1,1.41,-73.98937225,40.74065399,-74.00125885,40.72651672,59669
1,0.7,-73.99432373,40.74105835,-73.98826599,40.74936295,59674
1,3.28,-74.00576782,40.74008942,-73.96841431,40.76145935,59679
1,1.5,-73.97354126,40.7439003,-73.99393463,40.75028229,59684
4,2.8,-74.00205231,40.71528244,-73.98918152,40.74818802,59686
1,1.42,-74.0007782,40.72975922,-73.99183655,40.71666718,59691
2,1.5,-74.00770569,40.73936081,-74.00371552,40.75923157,59696
2,0.7,-73.99505615,40.73973083,-73.99189758,40.74424744,59701
3,0.87,-73.98605347,40.74053955,-73.97843933,40.75130463,59703
1,1.5,-73.9744339,40.74274826,-73.97917175,40.73109818,59708
2,1.1,-73.98907471,40.74059677,-73.99617004,40.72607422,59713
1,0.78,-73.98748016,40.74198532,-73.98996735,40.74858475,59718
1,1.1,-74.0005188,40.72737885,-74.00839233,40.71647263,59723
1,2.3,-73.98075104,40.76478958,-73.9875946,40.73833847,59724
1,0.9,-74.00234222,40.73961258,-73.99279785,40.733078,59729
1,1.1,-73.98981476,40.76155472,-73.97285461,40.75345993,59730
1,0.8,-73.9827652,40.76211548,-73.99032593,40.75141525,59736
5,2.26,-73.9901123,40.74060822,-73.98693085,40.71596909,59737
1,0.7,-73.9934082,40.75004578,-73.98943329,40.75788116,59742
1,1.2,-73.98448181,40.7469368,-73.99204254,40.75930023,59747
1,2,-73.97801971,40.75228119,-74.0019989,40.74034882,59752
3,0.8,-73.98951721,40.74860001,-73.97834015,40.74245071,59757
1,0.5,-73.98843384,40.76420975,-73.9932785,40.75762939,59762
1,1.9,-73.98511505,40.76898193,-73.97132874,40.75122452,59767
1,4.54,-74.0135498,40.71432114,-73.98162842,40.7579689,59769
1,2.3,-73.98910522,40.73632431,-73.99433136,40.75976944,59774
1,1.7,-73.99146271,40.72989655,-74.00831604,40.72160339,59779
3,1.4,-73.96607208,40.76231766,-73.98381805,40.76086807,59784
1,1.66,-73.99162292,40.74420547,-74.00837708,40.73456573,59789
1,0.8,-73.97142792,40.76134109,-73.97920227,40.76686096,59794
1,1.54,-73.9905014,40.73137283,-73.97684479,40.74836349,59799
1,2.9,-73.98503876,40.74755478,-73.98674011,40.71582794,59800
1,1.74,-74.01400757,40.71294022,-73.99874878,40.72840118,59805
1,1.2,-73.98828125,40.74309158,-73.97532654,40.75143814,59810
1,0.8,-73.98983765,40.75829315,-73.9800415,40.76273346,59815
3,1.1,-73.97399902,40.76282883,-73.98484802,40.74832916,59816
1,2.25,-74.00562286,40.75119019,-73.97875214,40.75113678,59821
1,1,-73.97924805,40.7542038,-73.98657227,40.75176239,59827
1,1.3,-73.98972321,40.7522049,-73.9961319,40.74161911,59832
1,0.3,-74.00151825,40.7316246,-74.00170898,40.72873306,59837
5,0.48,-73.98101044,40.76380157,-73.977211,40.75944901,59842
1,5.7,-74.01289368,40.70195389,-73.9773407,40.74953842,59843
5,0.65,-73.98480225,40.75787354,-73.97721863,40.7647171,59848
1,2.09,-73.98764038,40.73263168,-74.00383759,40.72224045,59853
2,1.6,-73.97527313,40.75199509,-73.97162628,40.76395798,59859
1,0.82,-73.97447205,40.75119019,-73.98921204,40.75683975,59864
1,1.09,-73.98107147,40.75056839,-73.97001648,40.76351166,59869
2,2,-74.00357819,40.72673035,-73.98821259,40.75265121,59874
1,1.78,-74.00080109,40.7240181,-74.00717163,40.74182129,59879
1,2.5,-73.983284,40.72639847,-74.01322937,40.70590973,59884
1,0.95,-73.99132538,40.76021194,-73.99550629,40.74977112,59885
1,1.17,-73.98809052,40.75437927,-73.99033356,40.74095154,59891
1,1.4,-73.99440002,40.75106812,-73.9814682,40.76498032,59896
1,2.2,-73.984375,40.72482681,-73.96950531,40.75289536,59901
1,1.7,-73.9752121,40.74880219,-73.99285126,40.73159409,59906
1,0.66,-73.98441315,40.75420761,-73.99075317,40.75054169,59911
1,2.2,-74.00447845,40.74238586,-73.97869873,40.75074387,59912
1,3.04,-73.9766922,40.76570129,-73.98698425,40.73142242,59917
1,1.57,-73.99668884,40.7632103,-73.98848724,40.74849319,59918
1,1.55,-73.98235321,40.75156021,-73.99952698,40.74388123,59923
1,0.6,-73.98492432,40.74756241,-73.98444366,40.74182129,59928
1,1.75,-73.97418213,40.76396179,-73.9919281,40.74940872,59929
1,1.2,-73.96034241,40.75804138,-73.97535706,40.76007462,59934
1,3.05,-74.00196838,40.7247467,-74.00242615,40.76066208,59939
1,0.7,-73.98720551,40.75089645,-73.97756958,40.75375366,59944
1,0.8,-73.97149658,40.75097656,-73.97235107,40.76034546,59949
1,1.31,-73.98117828,40.75123596,-73.99752045,40.74492645,59954
1,0.9,-73.97240448,40.76528168,-73.97881317,40.75420761,59955
1,0.6,-73.96408081,40.75819016,-73.97148132,40.75754166,59960
2,1.5,-74.00100708,40.73086548,-74.00514984,40.74847031,59965
1,0.8,-73.99332428,40.75377655,-73.99544525,40.76371765,59970
5,2.44,-73.98641205,40.73431778,-74.00926208,40.71567154,59971
2,1.9,-73.98196411,40.73155594,-73.96595764,40.75425339,59976
1,1.7,-73.98948669,40.73577881,-74.00556946,40.71727753,59981
1,1.32,-73.97315979,40.75276947,-73.99170685,40.75009918,59986
2,1.4,-73.98156738,40.75041962,-73.98825073,40.7362709,59991
1,3,-74.00337219,40.73199844,-73.97489166,40.76600266,59996
1,0.6,-73.9805069,40.75146866,-73.98439789,40.7573967,60001
1,1.5,-74.01010132,40.70594788,-74.00283051,40.72494125,60002
2,5.63,-74.01372528,40.71575546,-73.98627472,40.73698044,60007
5,0.92,-73.97982788,40.75260162,-73.97109985,40.76432037,60012
2,2,-73.99349213,40.74174881,-73.99432373,40.71960068,60013
1,2.68,-73.99759674,40.7246666,-73.9821701,40.75259399,60018
1,0.8,-74.00782013,40.70506287,-74.00524902,40.70677948,60019
1,2.47,-73.97714233,40.76194382,-73.99114227,40.73321533,60024
2,1.19,-73.98382568,40.76725388,-73.9986496,40.76394653,60029
1,0.74,-74.00791931,40.74039078,-74.00630188,40.73320007,60030
1,0.8,-73.99401855,40.75127792,-73.99060059,40.75426483,60035
1,1.1,-73.99515533,40.76028061,-73.99484253,40.75010681,60040
1,1.6,-73.99440002,40.76499939,-73.96971893,40.75893784,60046
1,0.4,-73.98873901,40.7635994,-73.98284149,40.76425552,60047
2,6.2,-73.98631287,40.76095963,-74.0039444,40.71318817,60048
1,0.3,-73.98989868,40.74744797,-73.98989868,40.74744797,60054
2,0.83,-73.97566223,40.75163651,-73.98889923,40.75733566,60059
1,1.9,-73.99452972,40.72609711,-73.97914886,40.7500267,60064
1,1.4,-73.97745514,40.752285,-73.997612,40.75170517,60069
2,3.84,-73.98719788,40.76887131,-73.98944855,40.72861862,60070
1,0.8,-73.99803162,40.73371124,-73.99024963,40.74074173,60075
1,3.74,-74.00222778,40.71499252,-73.98208618,40.75951767,60076
1,0.9,-73.98761749,40.73280334,-73.99932861,40.73087311,60081
5,1.8,-73.99491119,40.74003983,-73.97379303,40.74821854,60086
1,1.04,-73.99107361,40.74989319,-73.98428345,40.74024963,60091
1,0.8,-74.00457001,40.74220657,-74.0014267,40.73220444,60092
1,1.74,-73.98027802,40.75455475,-73.99628448,40.73235321,60093
1,1.3,-73.96973419,40.74866486,-73.97687531,40.73376083,60098
2,1,-73.96700287,40.7636261,-73.9645462,40.75402069,60100
2,0.4,-73.97429657,40.75697708,-73.97325134,40.75858688,60105
1,0.9,-73.98282623,40.76143646,-73.97393799,40.75365067,60106
1,0.44,-73.99002075,40.73852158,-73.99777985,40.74119186,60107
1,0.67,-73.97744751,40.74300003,-73.98390961,40.73896027,60112
1,0.36,-73.97346497,40.75814056,-73.96986389,40.76197433,60113
1,2.53,-74.00482941,40.74639511,-73.97683716,40.76128387,60118
1,1.4,-73.98011017,40.7457695,-73.99949646,40.74407959,60119
1,6.76,-73.96676636,40.7574501,-74.01341248,40.71498871,60120
1,1.31,-73.98136139,40.75011063,-73.96666718,40.76153946,60125
2,5.68,-74.00627136,40.7060585,-73.97931671,40.76184464,60126
1,2,-73.97475433,40.75146103,-73.99740601,40.73324585,60131
1,3.7,-73.9734726,40.76390839,-73.99542999,40.71873856,60136
1,1.03,-73.99035645,40.75063324,-74.00558472,40.75108337,60137
5,0.79,-73.9855957,40.74098969,-73.9855957,40.74098969,60144
1,1.6,-73.98763275,40.74957657,-73.96947479,40.76134872,60149
1,2.25,-73.97273254,40.76300812,-73.99399567,40.74573517,60150
1,1,-73.99902344,40.74978638,-73.98571777,40.75041962,60155
1,0.4,-73.97367096,40.74800873,-73.97557068,40.75130081,60156
1,2.8,-73.97853088,40.75076294,-74.00424957,40.71675491,60161
1,1.48,-73.98991394,40.73309708,-73.99103546,40.74901581,60162
1,0.6,-73.97416687,40.76314926,-73.9794693,40.75610733,60163
1,2.5,-73.99331665,40.72936249,-73.97440338,40.75811768,60168
6,1.54,-73.99902344,40.73429871,-73.99138641,40.75228882,60173
1,0.2,-73.97812653,40.7621994,-73.97613525,40.7607193,60174
1,0.7,-73.98152161,40.75201797,-73.98565674,40.74414063,60179
1,1.7,-73.99417114,40.7353096,-74.0019989,40.75075912,60180
1,1,-73.99147034,40.74973679,-73.98465729,40.75575256,60181
1,4.5,-73.97473907,40.76306152,-74.01496124,40.71412659,60187
1,1.1,-73.98432159,40.72879028,-73.9743576,40.73444748,60188
2,1.3,-73.99542999,40.74952316,-73.97776794,40.75357056,60189
1,2.09,-73.97827911,40.76218033,-73.99803162,40.74078369,60194
1,0.5,-73.98162079,40.75338364,-73.98983002,40.75645828,60199
1,1.3,-73.97718048,40.75895309,-73.97541046,40.74532318,60204
1,2.5,-73.97898102,40.756073,-73.9759903,40.73058319,60209
3,0.42,-73.98619843,40.74401093,-73.97904205,40.74121094,60214
1,1.4,-74.00739288,40.74351883,-73.99349213,40.75709915,60219
1,0.9,-73.98612976,40.75880051,-73.97929382,40.74998093,60225
1,1.2,-73.97190094,40.75380325,-73.98503876,40.74475479,60230
1,1.41,-73.97525787,40.75873184,-73.97522736,40.74594879,60235
1,3.12,-73.99108124,40.76079178,-73.97884369,40.73114014,60240
5,1.52,-73.98825073,40.74849319,-73.9892807,40.75830841,60245
1,1.2,-74.00556946,40.74573135,-73.99177551,40.74431229,60250
1,0.7,-73.9765625,40.75681686,-73.98628998,40.75825119,60255
1,1.1,-73.99093628,40.73912811,-73.99193573,40.74917984,60260
2,1.3,-73.98117065,40.75106812,-73.97010803,40.7629776,60265
1,2.71,-73.98857117,40.73122025,-73.97164917,40.76377869,60266
1,0.7,-73.9865036,40.72600174,-73.9861908,40.73374939,60267
1,1.3,-74.0005188,40.73189545,-73.98622894,40.73827362,60272
4,1.3,-73.99436951,40.74100113,-73.98471832,40.75834656,60277
1,2.61,-73.98977661,40.7359581,-73.9804306,40.76544189,60278
1,1.7,-73.97177887,40.76465988,-73.99105072,40.75047684,60284
1,1.7,-73.97280884,40.76448822,-73.98851776,40.74531937,60289
1,1.91,-73.9978714,40.72078705,-73.98374176,40.74427032,60290
1,2.5,-73.99238586,40.72867584,-73.9704361,40.7590065,60295
1,1.2,-73.99217224,40.74855042,-73.97869873,40.75137711,60300
1,1.4,-73.97143555,40.75805283,-73.98157501,40.74033356,60305
1,1,-73.98321533,40.73583603,-74.0019455,40.74359512,60310
1,2.7,-73.97596741,40.74887848,-74.0056839,40.73809433,60315
1,1.7,-73.97123718,40.75123978,-73.99214935,40.74272156,60316
1,0.8,-73.97563934,40.76036453,-73.97829437,40.7506752,60321
1,1.8,-74.00051117,40.72729111,-74.01586914,40.71158218,60322
1,0.5,-73.98154449,40.73290634,-73.98924255,40.73519897,60327
1,1.6,-73.99159241,40.74975967,-73.99272156,40.75705719,60332
1,0.4,-73.98958588,40.73599243,-73.98524475,40.74179077,60333
1,2.64,-74.00218201,40.75564957,-73.99088287,40.72829819,60338
1,2.3,-73.97734833,40.76510239,-74.00537109,40.75117111,60343
1,1.35,-73.97648621,40.75685883,-73.97985077,40.77076721,60345
2,1,-73.98236084,40.7358551,-73.97342682,40.74391174,60350
1,0.6,-74.0031662,40.74914551,-73.99485779,40.75012589,60351
1,1.5,-74.00416565,40.7476387,-73.99087524,40.73413849,60356
2,1.3,-73.98216248,40.76465607,-73.98217773,40.76465607,60361
2,1.44,-73.97930145,40.76213455,-73.9910202,40.77504349,60362
2,0.76,-73.98046875,40.75997162,-73.98986816,40.75662994,60367
1,3.4,-73.98268127,40.75643921,-74.00138092,40.73167038,60372
1,1.3,-73.9872818,40.73907089,-73.97233582,40.74961853,60377
2,0.7,-73.97158051,40.76603699,-73.97454071,40.7572937,60382
5,6,-73.9855957,40.74098969,-73.9855957,40.74098969,60387
2,2.9,-74.00654602,40.73503113,-73.97562408,40.76121521,60392
1,0.71,-73.98441315,40.76075363,-73.9899826,40.75192261,60393
1,1.08,-73.99243927,40.7485199,-73.97944641,40.7530899,60398
1,0.9,-73.972229,40.74994278,-73.96283722,40.7589798,60399
1,0.9,-73.98525238,40.74546814,-73.98622894,40.73454285,60404
1,0.93,-73.99472046,40.71617889,-73.979599,40.71368027,60409
1,0.91,-73.99651337,40.75324249,-73.99002075,40.75642014,60414
4,1.4,-73.97653961,40.7508049,-73.99078369,40.73440552,60420
2,1.8,-73.97605896,40.75141525,-73.98992157,40.74271774,60425
1,0.3,-74.00896454,40.71978378,-74.00531769,40.72143173,60430
1,2.29,-73.99198914,40.75931168,-74.00648499,40.73022842,60431
6,1.85,-73.99515533,40.74001694,-73.9788208,40.76347351,60436
1,4.5,-73.9638443,40.76133347,-73.99019623,40.71372986,60441
1,1.27,-73.99034882,40.72895813,-73.98387146,40.74422836,60446
1,3,-74.01455688,40.71718979,-73.99314117,40.74292374,60451
1,0.3,-73.97982025,40.74982452,-73.97714233,40.74585342,60452
5,1.7,-73.97036743,40.75849152,-73.99236298,40.74932098,60457
1,1,-73.97005463,40.76292419,-73.98266602,40.75537109,60458
1,2.57,-73.99032593,40.71941757,-73.99845886,40.74529266,60463
1,1.4,-73.99487305,40.74021149,-73.97913361,40.75287247,60468
1,0.96,-73.98432922,40.7515564,-73.98595428,40.74103165,60469
1,6.8,-73.9727478,40.76560211,-74.00885773,40.7092514,60474
1,1.4,-73.98763275,40.74996567,-73.99094391,40.76517105,60479
1,1.9,-73.98180389,40.7526207,-73.98340607,40.7315979,60484
1,3.01,-73.97557831,40.76034927,-74.0092926,40.74753189,60489
2,1.86,-73.98881531,40.74330902,-74.00536346,40.72766876,60494
2,2.11,-74.0074234,40.72667694,-74.00762939,40.7087059,60499
1,2.11,-73.98181152,40.7461319,-74.00782013,40.73817062,60500
1,1.89,-73.98576355,40.76802826,-73.97669983,40.75236511,60506
5,0.83,-73.97283173,40.75613022,-73.97918701,40.75003433,60512
5,4.3,-74.0141449,40.7024231,-73.99964142,40.72319412,60517
3,0.8,-73.97163391,40.75584412,-73.9785614,40.74872208,60518
1,3.53,-73.99184418,40.73528671,-74.01589203,40.71146011,60523
5,0.9,-73.99064636,40.7509613,-73.98138428,40.75379181,60528
2,0.5,-73.99211121,40.73200226,-73.99237061,40.72657776,60533
1,0.4,-73.9817276,40.74689865,-73.97799683,40.7513504,60538
2,3.3,-74.0030365,40.72040176,-73.97950745,40.76211166,60539
1,1.2,-73.96792603,40.75090408,-73.978302,40.76217651,60540
1,1.3,-74.00426483,40.72527313,-73.99360657,40.74150467,60545
1,0.68,-73.98655701,40.72243881,-73.98744965,40.72909927,60547
1,1.52,-73.99472046,40.75035095,-74.0082016,40.73794556,60552
6,2.19,-73.98751831,40.724617,-73.99115753,40.74722672,60553
1,1.4,-73.97502899,40.75240707,-73.95993042,40.75846481,60558
2,2.1,-74.00730133,40.72805786,-73.99118042,40.75257874,60563
1,2.53,-73.99549866,40.73783112,-73.98744965,40.74580002,60568
1,1.6,-73.99491119,40.75514984,-73.99718475,40.73741531,60573
2,1.2,-73.98667908,40.77165985,-73.99183655,40.76620483,60579
6,2.1,-73.9978714,40.72102737,-73.99436188,40.74526215,60584
1,1.1,-73.98580933,40.7417984,-73.99552917,40.75218582,60585
1,2.27,-73.9812088,40.7660408,-73.98616791,40.74049377,60590
1,1.5,-73.99402618,40.73211288,-73.99110413,40.74911499,60595
1,0.5,-74.00032043,40.73014832,-74.00144958,40.72520065,60601
2,3.86,-74.01322174,40.70378876,-73.99329376,40.72267914,60602
3,1.9,-74.00787354,40.74304199,-74.00947571,40.71743774,60607
1,0.6,-73.98230743,40.74034882,-73.98497009,40.74613571,60612
1,1.13,-73.99656677,40.7332077,-73.98660278,40.73781586,60617
1,0.5,-73.9989624,40.74438858,-73.99486542,40.74998474,60622
1,0.7,-73.98271179,40.75179672,-73.9887085,40.74310303,60627
1,3.1,-73.99147034,40.74653625,-74.00961304,40.71022034,60632
1,2.63,-73.99506378,40.74511337,-73.96659088,40.76178741,60637
1,0.75,-73.97679138,40.75642014,-73.9672699,40.76063919,60642
1,1.3,-74.00566864,40.75087357,-73.98607635,40.74412537,60647
1,1.31,-74.00827026,40.73695374,-74.01010895,40.72043991,60649
6,1.8,-74.00415039,40.7076683,-73.99229431,40.72909164,60654
1,1.13,-73.98969269,40.75241852,-73.99146271,40.73988342,60659
1,1.84,-73.98447418,40.736866,-73.97653198,40.71983337,60660
2,2.1,-73.9715271,40.76390839,-73.99412537,40.74644089,60665
1,1.4,-73.9894104,40.75344086,-73.97029114,40.75537872,60666
1,1.3,-73.99176025,40.7351799,-73.97451019,40.73659897,60671
1,1.01,-73.99060059,40.76131821,-73.99953461,40.74903107,60672
2,0.58,-73.99891663,40.7445488,-73.99343109,40.75194931,60677
1,1.8,-73.98953247,40.77300262,-73.99976349,40.75356674,60678
1,0.79,-73.97907257,40.76511002,-73.97116852,40.75873947,60683
1,1.7,-73.98078156,40.75371552,-73.99301147,40.73278427,60685
3,1.5,-73.98154449,40.73287582,-73.9858551,40.71884918,60690
1,3.3,-73.99332428,40.72189331,-73.9730072,40.76256943,60691
1,2.21,-73.96296692,40.75848007,-73.9855423,40.74996185,60696
2,2.5,-73.98802948,40.71872711,-73.98061371,40.74845123,60697
1,3.67,-74.00023651,40.72175217,-73.98841095,40.76087189,60699
1,4.23,-74.00221252,40.71497345,-73.9802475,40.7659874,60704
4,2,-74.01594543,40.71490479,-73.99976349,40.73420334,60709
